customer_id,age,division,district,occupation,sector,business_vintage_years,has_fd_dps,income,type,loan_amount,term,status,credit_line_type,risk_group,risk_score,txn_amount,txn_count
5437,35,Dhaka,District4,Service Holder,IT,3,1,93414.88,Withdrawal,656151.9,60,Closed,Cash Credit,C,0.7,15317.57,23
5438,40,Mymensingh,District4,Service Holder,Wholesale,1,0,38469.57,Deposit,150539.6,48,Approved,Invoice Finance,C,0.67,2507.18,8
5439,29,Rangpur,District4,Service Holder,Transport,22,0,74161.39,Deposit,563949.87,24,Approved,Cash Credit,C,0.58,48694.32,17
5440,52,Barisal,District1,Farmer,Pharma,28,0,59253.34,Withdrawal,183876.2,24,Closed,Cash Credit,C,0.53,14392.71,10
5441,24,Rajshahi,District5,Farmer,Retail,2,1,68550.4,Withdrawal,544666.73,36,Approved,Invoice Finance,D,0.8,6482.68,17
5442,38,Chattogram,District1,Business Owner,IT,27,0,60993.9,Deposit,326240.74,48,Approved,Invoice Finance,C,0.6,20844.25,17
5443,25,Rangpur,District1,Farmer,IT,3,1,63588.06,Payment,368784.9,48,Approved,Overdraft,C,0.62,20530.58,13
5444,40,Dhaka,District4,Farmer,IT,24,1,65201.04,Withdrawal,195078.3,12,Closed,Invoice Finance,B,0.4,34583.82,15
5445,43,Khulna,District3,Teacher,Pharma,17,1,93997.2,Withdrawal,607074.37,24,Closed,Overdraft,C,0.58,35828.96,17
5446,31,Barisal,District3,Farmer,IT,11,1,81344.2,Payment,531003.25,60,Approved,Invoice Finance,C,0.56,40794.9,14
5447,57,Rangpur,District3,Freelancer,Pharma,23,0,89311.16,Withdrawal,388604.49,12,Approved,Overdraft,C,0.66,1000.0,20
5448,42,Rangpur,District1,Freelancer,Manufacturing,0,1,59782.92,Payment,43761.65,48,Closed,Overdraft,B,0.33,29243.12,16
5449,24,Sylhet,District4,Freelancer,Wholesale,2,1,84007.71,Deposit,232982.18,12,Approved,Cash Credit,B,0.36,48262.01,11
5450,49,Sylhet,District3,Business Owner,IT,3,0,53589.19,Payment,148604.9,24,Defaulted,Lease,C,0.56,11741.34,13
5451,64,Mymensingh,District2,Service Holder,Wholesale,29,0,80697.51,Withdrawal,476010.86,48,Approved,Invoice Finance,C,0.56,38585.55,4
5452,54,Mymensingh,District2,Teacher,IT,5,0,86710.8,Withdrawal,352907.35,24,Closed,Invoice Finance,C,0.65,3516.57,18
5453,33,Dhaka,District2,Business Owner,Pharma,16,0,58729.86,Withdrawal,241308.11,12,Approved,Cash Credit,C,0.51,31458.01,21
5454,62,Rangpur,District5,Service Holder,Retail,29,0,97411.89,Payment,376728.35,36,Closed,Lease,C,0.56,12205.05,21
5455,29,Rajshahi,District4,Teacher,Wholesale,7,1,79195.27,Withdrawal,628698.03,60,Approved,Lease,C,0.64,41034.58,16
5456,62,Khulna,District1,Teacher,Wholesale,17,1,73421.43,Withdrawal,373766.76,60,Defaulted,Invoice Finance,C,0.63,14288.93,12
5457,51,Dhaka,District1,Teacher,Pharma,15,0,45264.64,Withdrawal,244224.49,36,Approved,Invoice Finance,C,0.65,12509.52,14
5458,27,Rajshahi,District4,Freelancer,Wholesale,20,1,69503.72,Payment,261418.85,36,Approved,Overdraft,C,0.55,11368.23,14
5459,24,Barisal,District5,Freelancer,Manufacturing,5,0,71960.12,Deposit,355535.0,36,Defaulted,Lease,C,0.55,35031.62,7
5460,39,Mymensingh,District4,Freelancer,Pharma,23,0,99015.99,Payment,301862.26,24,Approved,Lease,B,0.46,31319.74,10
5461,62,Sylhet,District5,Teacher,Wholesale,18,1,84371.6,Payment,479859.2,48,Closed,Overdraft,C,0.68,2902.34,18
5462,50,Chattogram,District3,Teacher,Wholesale,27,1,94158.23,Deposit,254876.24,36,Defaulted,Overdraft,B,0.42,32812.98,18
5463,51,Rangpur,District3,Freelancer,Wholesale,24,0,85646.8,Withdrawal,555714.1,24,Approved,Invoice Finance,C,0.61,31457.05,16
5464,55,Barisal,District5,Teacher,Pharma,27,0,78099.53,Withdrawal,275698.8,12,Approved,Lease,C,0.59,7433.84,11
5465,41,Sylhet,District4,Freelancer,Retail,20,0,86495.5,Payment,596540.92,12,Closed,Cash Credit,C,0.61,32265.72,17
5466,51,Khulna,District3,Freelancer,Transport,7,0,61374.33,Withdrawal,540989.46,36,Closed,Overdraft,D,0.77,27032.55,9
5467,39,Khulna,District4,Freelancer,IT,3,1,70033.12,Deposit,350319.83,12,Approved,Lease,C,0.68,1000.0,17
5468,51,Sylhet,District3,Service Holder,Wholesale,27,1,81511.81,Withdrawal,621383.3,36,Approved,Lease,D,0.77,6551.51,10
5469,52,Barisal,District4,Teacher,Transport,8,1,58820.99,Deposit,382506.89,12,Approved,Lease,C,0.67,22382.2,10
5470,22,Sylhet,District4,Business Owner,Transport,7,0,10000.0,Deposit,21344.36,12,Closed,Lease,C,0.57,3989.37,3
5471,30,Rajshahi,District2,Freelancer,Wholesale,20,1,103511.75,Withdrawal,540523.41,48,Approved,Overdraft,C,0.53,31426.52,23
5472,22,Dhaka,District5,Business Owner,Wholesale,18,0,65800.89,Payment,394963.09,48,Approved,Cash Credit,C,0.58,36220.57,12
5473,22,Mymensingh,District1,Service Holder,IT,0,1,58994.04,Withdrawal,365493.48,12,Closed,Cash Credit,C,0.73,10441.27,12
5474,44,Rajshahi,District5,Teacher,Transport,20,0,40724.39,Payment,218136.68,48,Closed,Overdraft,C,0.63,17749.85,7
5475,37,Chattogram,District4,Freelancer,Retail,20,1,75398.31,Withdrawal,401919.95,36,Approved,Lease,C,0.62,14847.99,12
5476,52,Sylhet,District4,Freelancer,Transport,3,1,56424.7,Withdrawal,282697.61,60,Approved,Overdraft,B,0.47,45438.52,8
5477,36,Chattogram,District5,Freelancer,Retail,9,1,62078.4,Payment,326926.72,36,Closed,Overdraft,C,0.57,27716.66,16
5478,36,Chattogram,District4,Business Owner,Manufacturing,25,0,79992.54,Withdrawal,204192.32,48,Closed,Lease,C,0.56,2440.65,16
5479,59,Rajshahi,District3,Service Holder,Retail,7,1,73833.73,Payment,334288.0,24,Closed,Overdraft,B,0.4,52748.69,18
5480,51,Mymensingh,District4,Teacher,IT,2,1,46580.56,Deposit,97541.43,12,Approved,Overdraft,C,0.54,1000.0,7
5481,63,Barisal,District5,Service Holder,Pharma,11,1,56532.38,Deposit,226397.75,48,Approved,Lease,B,0.49,30516.32,10
5482,44,Khulna,District5,Freelancer,Wholesale,25,0,55504.82,Withdrawal,211938.99,48,Approved,Cash Credit,C,0.59,7970.0,14
5483,21,Dhaka,District5,Service Holder,Manufacturing,8,0,85157.89,Payment,314290.02,48,Defaulted,Overdraft,B,0.42,50417.36,15
5484,31,Rangpur,District2,Business Owner,Transport,2,0,74390.84,Payment,215434.66,36,Closed,Invoice Finance,C,0.51,20287.49,14
5485,41,Khulna,District2,Farmer,Retail,3,0,40215.52,Deposit,222735.85,12,Approved,Lease,C,0.72,2061.16,10
5486,24,Mymensingh,District2,Farmer,Manufacturing,5,1,40351.09,Deposit,176086.48,60,Approved,Invoice Finance,C,0.59,18245.99,14
5487,27,Rangpur,District2,Teacher,Pharma,8,1,74920.66,Deposit,311606.07,48,Approved,Overdraft,C,0.63,5903.65,15
5488,46,Khulna,District2,Teacher,Retail,25,0,75704.1,Deposit,165402.26,24,Approved,Cash Credit,B,0.49,10858.18,19
5489,32,Sylhet,District2,Service Holder,IT,1,1,70753.75,Deposit,311619.16,12,Closed,Overdraft,C,0.63,8507.71,10
5490,51,Sylhet,District2,Teacher,Transport,1,0,62120.61,Payment,452925.44,60,Defaulted,Lease,D,0.77,15037.4,7
5491,37,Rajshahi,District5,Business Owner,Transport,17,0,73775.56,Deposit,540156.07,24,Closed,Cash Credit,C,0.73,15184.6,11
5492,53,Chattogram,District1,Freelancer,Retail,20,0,53253.41,Deposit,306048.69,60,Closed,Overdraft,C,0.65,17383.71,10
5493,31,Rangpur,District2,Freelancer,Pharma,21,1,90410.62,Deposit,398682.99,60,Closed,Lease,C,0.56,13805.13,17
5494,48,Mymensingh,District5,Service Holder,Wholesale,2,1,79807.35,Withdrawal,488258.63,12,Approved,Invoice Finance,C,0.74,1000.0,16
5495,52,Mymensingh,District1,Freelancer,Wholesale,2,0,41139.97,Payment,150790.04,36,Approved,Overdraft,C,0.59,18103.02,5
5496,21,Khulna,District2,Service Holder,Transport,17,1,86499.35,Payment,380726.5,24,Closed,Invoice Finance,B,0.48,35556.64,23
5497,48,Rajshahi,District1,Teacher,Pharma,26,0,67708.29,Payment,237991.6,48,Approved,Lease,C,0.52,21700.2,12
5498,62,Khulna,District1,Teacher,Transport,5,0,84942.55,Withdrawal,579030.67,60,Defaulted,Lease,C,0.65,29026.11,19
5499,27,Khulna,District3,Business Owner,Wholesale,0,0,30097.59,Deposit,197440.55,24,Approved,Invoice Finance,C,0.72,15548.8,9
5500,22,Mymensingh,District4,Freelancer,Transport,24,0,91339.23,Deposit,450360.45,12,Closed,Cash Credit,C,0.51,38138.02,26
5501,62,Khulna,District3,Business Owner,Retail,14,1,53937.81,Payment,456448.97,24,Approved,Overdraft,C,0.73,25916.21,9
5502,44,Chattogram,District1,Farmer,IT,10,1,101895.79,Deposit,593545.95,48,Approved,Lease,C,0.55,34960.39,20
5503,24,Khulna,District5,Business Owner,Retail,9,0,41876.76,Deposit,239219.11,48,Defaulted,Cash Credit,C,0.62,23169.93,9
5504,64,Rangpur,District2,Service Holder,IT,3,0,55845.07,Withdrawal,307049.63,12,Closed,Lease,C,0.6,27648.87,16
5505,39,Chattogram,District4,Service Holder,Pharma,13,0,38562.1,Payment,95457.64,24,Approved,Lease,C,0.58,1000.0,3
5506,46,Mymensingh,District2,Business Owner,Wholesale,1,0,30750.28,Payment,98752.69,36,Approved,Lease,C,0.62,3149.43,6
5507,31,Rajshahi,District5,Teacher,Pharma,12,0,75466.21,Deposit,369084.41,36,Defaulted,Invoice Finance,C,0.64,9865.96,19
5508,60,Sylhet,District4,Farmer,Pharma,15,0,80422.43,Deposit,394651.61,60,Closed,Invoice Finance,C,0.54,31908.48,15
5509,63,Rangpur,District3,Business Owner,Wholesale,11,1,79590.38,Deposit,491830.77,60,Approved,Lease,C,0.52,46243.02,22
5510,31,Chattogram,District1,Teacher,Manufacturing,21,0,82116.22,Payment,300895.66,24,Approved,Overdraft,B,0.49,30034.97,18
5511,23,Rajshahi,District5,Business Owner,Manufacturing,4,0,69673.18,Withdrawal,358215.83,60,Approved,Cash Credit,C,0.57,32174.24,14
5512,32,Rajshahi,District1,Freelancer,Transport,18,1,72737.35,Deposit,376570.01,48,Approved,Lease,C,0.68,1000.0,23
5513,23,Chattogram,District1,Service Holder,Manufacturing,28,0,57015.58,Deposit,299696.13,12,Approved,Cash Credit,C,0.6,24838.83,6
5514,62,Mymensingh,District2,Freelancer,Retail,2,0,51794.45,Deposit,260672.61,60,Closed,Lease,C,0.68,9759.96,13
5515,47,Dhaka,District5,Freelancer,IT,20,0,61341.98,Payment,134481.25,36,Approved,Cash Credit,B,0.38,41720.27,13
5516,22,Rajshahi,District1,Farmer,Pharma,19,0,74829.32,Withdrawal,35735.72,48,Approved,Overdraft,A,0.23,55918.58,15
5517,36,Rajshahi,District3,Teacher,Transport,20,0,78220.43,Deposit,243771.84,36,Approved,Cash Credit,B,0.48,26960.44,12
5518,22,Mymensingh,District4,Service Holder,Pharma,1,0,40775.24,Deposit,160562.86,60,Approved,Lease,C,0.62,13287.75,7
5519,50,Mymensingh,District5,Freelancer,Wholesale,26,1,101561.63,Deposit,268437.16,60,Approved,Overdraft,B,0.34,40165.29,28
5520,40,Khulna,District2,Service Holder,Manufacturing,16,1,90812.08,Payment,443948.68,48,Approved,Lease,C,0.53,28366.87,22
5521,58,Mymensingh,District5,Teacher,Wholesale,20,1,95849.76,Withdrawal,688221.78,36,Approved,Lease,C,0.56,45746.06,24
5522,48,Rajshahi,District2,Business Owner,Transport,10,0,53883.11,Deposit,347657.4,12,Approved,Invoice Finance,C,0.69,14894.31,3
5523,45,Chattogram,District4,Freelancer,IT,0,0,61698.83,Deposit,366038.59,12,Approved,Cash Credit,C,0.72,11806.99,11
5524,52,Dhaka,District3,Teacher,Retail,18,0,75800.03,Payment,528373.32,48,Closed,Lease,C,0.66,26711.35,6
5525,30,Barisal,District1,Service Holder,Manufacturing,7,0,66602.77,Deposit,209848.94,60,Closed,Overdraft,C,0.54,20549.69,10
5526,62,Khulna,District5,Teacher,Wholesale,10,0,85166.83,Payment,348026.37,48,Closed,Overdraft,C,0.52,34118.79,16
5527,60,Barisal,District2,Business Owner,IT,7,0,61916.61,Withdrawal,385721.52,36,Approved,Overdraft,C,0.64,24018.29,13
5528,53,Chattogram,District4,Teacher,Manufacturing,24,0,64895.57,Payment,262888.06,12,Approved,Invoice Finance,B,0.47,38558.55,12
5529,33,Dhaka,District1,Service Holder,Pharma,16,0,49343.18,Withdrawal,205284.75,60,Closed,Lease,C,0.61,10767.2,8
5530,61,Dhaka,District4,Freelancer,Retail,19,0,85919.04,Deposit,749629.73,36,Closed,Overdraft,D,0.78,21607.67,20
5531,62,Dhaka,District3,Freelancer,IT,5,0,60359.62,Withdrawal,313319.8,12,Closed,Invoice Finance,C,0.61,23290.95,7
5532,57,Sylhet,District1,Farmer,Manufacturing,6,0,81050.33,Deposit,691136.62,12,Approved,Overdraft,D,0.87,1872.86,12
5533,36,Chattogram,District1,Service Holder,Retail,20,0,39556.72,Payment,53536.33,24,Approved,Invoice Finance,C,0.53,1000.0,11
5534,42,Rangpur,District1,Farmer,IT,12,0,75660.01,Withdrawal,282837.35,60,Approved,Cash Credit,C,0.53,26157.49,12
5535,40,Khulna,District2,Farmer,Pharma,6,0,52082.94,Deposit,302999.44,48,Approved,Lease,C,0.68,12877.95,5
5536,63,Khulna,District1,Business Owner,Pharma,10,0,54697.19,Payment,283739.77,24,Approved,Overdraft,C,0.69,7422.8,13
5537,47,Dhaka,District4,Service Holder,Wholesale,9,0,47527.88,Payment,42247.89,12,Approved,Invoice Finance,B,0.44,16055.81,12
5538,61,Chattogram,District2,Freelancer,Transport,7,0,70493.57,Deposit,320100.14,60,Closed,Lease,C,0.66,6062.08,8
5539,36,Sylhet,District1,Service Holder,Wholesale,9,1,83203.04,Payment,827540.36,60,Closed,Cash Credit,D,0.9,1000.0,13
5540,54,Dhaka,District4,Business Owner,Retail,21,0,53864.27,Deposit,295920.9,24,Approved,Invoice Finance,C,0.71,1000.0,8
5541,52,Mymensingh,District4,Service Holder,Wholesale,10,0,62473.82,Payment,387891.95,36,Approved,Overdraft,C,0.69,15609.75,18
5542,46,Rangpur,District5,Service Holder,IT,19,0,79591.71,Payment,295453.47,36,Approved,Lease,C,0.51,22629.62,12
5543,45,Barisal,District4,Farmer,Manufacturing,16,0,68670.16,Withdrawal,376763.52,48,Closed,Cash Credit,C,0.6,28096.72,11
5544,22,Khulna,District3,Service Holder,IT,10,0,76617.6,Payment,381198.89,60,Closed,Cash Credit,C,0.57,26596.31,20
5545,32,Barisal,District1,Farmer,Wholesale,15,1,75649.42,Withdrawal,547522.43,24,Defaulted,Invoice Finance,C,0.63,36553.2,14
5546,60,Rajshahi,District1,Farmer,Transport,4,1,35184.63,Deposit,252414.6,12,Closed,Cash Credit,C,0.74,14022.83,6
5547,29,Dhaka,District1,Teacher,IT,9,0,61800.76,Deposit,359373.41,36,Approved,Overdraft,C,0.65,17341.28,13
5548,32,Mymensingh,District4,Business Owner,IT,25,1,92709.39,Deposit,476705.34,24,Approved,Invoice Finance,B,0.4,59607.77,16
5549,46,Khulna,District4,Farmer,IT,25,0,79667.8,Deposit,130797.39,48,Closed,Cash Credit,B,0.41,25339.41,17
5550,29,Barisal,District1,Service Holder,Transport,19,0,85604.69,Payment,134578.2,48,Defaulted,Lease,B,0.29,50772.07,17
5551,30,Rangpur,District2,Farmer,IT,4,1,39713.05,Deposit,205071.11,60,Approved,Overdraft,C,0.67,12560.09,5
5552,52,Sylhet,District2,Farmer,Retail,19,0,65422.75,Payment,441555.69,48,Approved,Lease,C,0.71,11537.9,16
5553,54,Chattogram,District3,Farmer,Pharma,8,0,44160.13,Payment,338420.81,48,Approved,Cash Credit,D,0.76,16554.71,17
5554,40,Khulna,District5,Freelancer,Transport,2,1,48879.54,Deposit,157417.66,36,Closed,Overdraft,B,0.43,36672.47,14
5555,59,Rangpur,District3,Freelancer,Retail,2,0,50915.52,Deposit,100890.26,36,Closed,Lease,B,0.48,20339.9,9
5556,22,Barisal,District1,Freelancer,Transport,9,1,84527.33,Deposit,580357.74,48,Approved,Cash Credit,B,0.48,63088.45,21
5557,21,Chattogram,District1,Freelancer,Transport,6,1,75514.2,Payment,254529.41,60,Closed,Overdraft,B,0.31,60881.61,15
5558,56,Barisal,District1,Teacher,Pharma,1,1,55687.16,Payment,102790.89,36,Defaulted,Overdraft,B,0.49,12691.66,14
5559,44,Chattogram,District5,Farmer,Manufacturing,24,0,71817.93,Deposit,288179.76,36,Approved,Overdraft,C,0.64,1000.0,13
5560,47,Sylhet,District4,Teacher,Retail,7,0,70948.45,Withdrawal,282218.89,48,Approved,Cash Credit,C,0.57,18640.42,10
5561,22,Sylhet,District5,Service Holder,Transport,11,1,86246.94,Withdrawal,658956.13,60,Closed,Cash Credit,D,0.76,7625.42,20
5562,51,Dhaka,District3,Business Owner,Transport,29,1,85708.45,Deposit,576926.53,48,Approved,Overdraft,C,0.65,20966.99,19
5563,34,Dhaka,District4,Teacher,Wholesale,21,0,61737.55,Deposit,217638.8,12,Closed,Overdraft,B,0.49,29324.05,17
5564,22,Khulna,District4,Freelancer,IT,29,1,68252.74,Payment,532092.13,12,Approved,Overdraft,C,0.67,31003.2,16
5565,49,Sylhet,District3,Freelancer,Manufacturing,28,0,71558.83,Withdrawal,375687.56,60,Approved,Cash Credit,C,0.61,20023.61,14
5566,35,Mymensingh,District4,Service Holder,Pharma,8,0,31963.17,Payment,227631.19,12,Approved,Invoice Finance,C,0.71,21557.27,5
5567,32,Barisal,District2,Farmer,Retail,10,0,91006.05,Deposit,696592.8,60,Approved,Lease,C,0.63,43513.71,18
5568,57,Barisal,District3,Business Owner,Transport,18,0,55173.23,Payment,246889.95,12,Defaulted,Lease,C,0.54,26231.1,13
5569,48,Barisal,District3,Teacher,IT,19,1,100634.71,Deposit,618162.71,24,Closed,Lease,C,0.69,4520.6,17
5570,40,Khulna,District2,Farmer,Retail,22,0,99271.59,Deposit,415598.83,36,Closed,Invoice Finance,B,0.42,49449.06,23
5571,59,Barisal,District5,Farmer,Pharma,16,1,84243.02,Deposit,577924.35,48,Approved,Cash Credit,C,0.71,8825.22,21
5572,44,Rajshahi,District5,Teacher,Manufacturing,12,0,60499.79,Deposit,313422.2,60,Closed,Overdraft,C,0.58,25482.19,18
5573,41,Chattogram,District5,Teacher,Wholesale,0,0,30164.52,Payment,208757.92,12,Closed,Overdraft,C,0.73,16948.03,5
5574,30,Barisal,District4,Teacher,Manufacturing,0,1,57431.0,Payment,462291.6,24,Closed,Invoice Finance,D,0.78,14014.63,10
5575,34,Rangpur,District2,Teacher,Wholesale,27,0,101059.48,Payment,615903.33,12,Defaulted,Lease,C,0.66,13209.36,14
5576,57,Chattogram,District3,Freelancer,Retail,7,1,77268.79,Payment,371900.89,24,Approved,Cash Credit,C,0.61,11717.0,19
5577,38,Dhaka,District3,Farmer,Manufacturing,12,0,62425.22,Withdrawal,302534.11,48,Approved,Cash Credit,C,0.6,22964.2,8
5578,44,Barisal,District3,Farmer,Manufacturing,5,0,74681.85,Withdrawal,5000.0,36,Closed,Cash Credit,A,0.23,51964.64,14
5579,34,Rangpur,District4,Freelancer,Manufacturing,2,0,62444.36,Payment,223201.83,36,Closed,Overdraft,C,0.61,7682.85,17
5580,54,Mymensingh,District4,Farmer,Pharma,15,1,77781.9,Payment,533984.18,24,Closed,Lease,C,0.62,28675.85,7
5581,32,Rangpur,District5,Teacher,Retail,9,0,62243.84,Deposit,431957.46,12,Approved,Lease,C,0.73,9988.36,17
5582,42,Sylhet,District4,Business Owner,Wholesale,6,1,59479.02,Withdrawal,210012.37,36,Approved,Invoice Finance,C,0.6,2956.87,20
5583,26,Sylhet,District5,Farmer,Manufacturing,21,1,77584.39,Withdrawal,413458.79,12,Closed,Lease,C,0.52,38811.12,15
5584,56,Dhaka,District5,Business Owner,Retail,20,0,66905.52,Payment,309201.66,60,Approved,Overdraft,C,0.6,15153.11,18
5585,56,Rajshahi,District3,Business Owner,IT,2,1,75362.07,Payment,480750.08,12,Approved,Overdraft,C,0.53,45661.9,23
5586,42,Khulna,District4,Freelancer,Pharma,13,0,44289.56,Payment,417084.95,60,Approved,Cash Credit,D,0.91,3202.39,6
5587,34,Khulna,District5,Service Holder,Pharma,15,0,66143.6,Deposit,424439.32,60,Approved,Cash Credit,C,0.56,44856.29,15
5588,36,Mymensingh,District2,Farmer,IT,3,0,47152.07,Deposit,172559.84,36,Approved,Lease,C,0.53,23056.37,9
5589,56,Dhaka,District2,Freelancer,Retail,28,0,64486.06,Withdrawal,312316.37,60,Approved,Cash Credit,C,0.63,14390.44,17
5590,45,Dhaka,District4,Freelancer,Wholesale,12,0,56232.63,Withdrawal,438831.38,12,Approved,Cash Credit,C,0.71,28729.62,17
5591,52,Rajshahi,District3,Business Owner,Retail,26,0,41178.95,Deposit,89879.08,48,Approved,Invoice Finance,B,0.47,19597.96,13
5592,53,Barisal,District3,Farmer,Retail,26,0,64636.17,Deposit,243670.91,12,Closed,Cash Credit,B,0.41,45626.36,18
5593,56,Khulna,District5,Freelancer,Transport,0,1,48507.7,Payment,311415.93,24,Approved,Cash Credit,D,0.76,2967.45,9
5594,40,Barisal,District4,Teacher,Pharma,24,0,69801.26,Deposit,529698.2,24,Approved,Lease,D,0.75,14962.33,12
5595,38,Dhaka,District2,Freelancer,Wholesale,4,1,34803.15,Deposit,216403.75,12,Defaulted,Lease,C,0.72,5384.66,5
5596,58,Barisal,District5,Teacher,Transport,17,0,69863.39,Payment,264545.42,24,Closed,Cash Credit,C,0.54,17875.22,14
5597,23,Sylhet,District5,Service Holder,IT,11,1,89641.35,Deposit,544398.25,48,Approved,Invoice Finance,C,0.71,3034.67,26
5598,43,Mymensingh,District1,Teacher,Retail,10,0,58240.55,Payment,339460.03,24,Approved,Overdraft,C,0.74,2429.4,6
5599,52,Khulna,District4,Teacher,IT,8,0,65481.88,Deposit,373354.34,36,Approved,Overdraft,C,0.64,23033.19,10
5600,36,Rajshahi,District5,Business Owner,Pharma,27,0,69309.04,Payment,333089.03,48,Closed,Overdraft,C,0.63,8303.75,10
5601,25,Mymensingh,District2,Freelancer,Transport,6,0,32680.68,Withdrawal,166867.18,36,Approved,Invoice Finance,C,0.68,10264.44,4
5602,24,Chattogram,District1,Service Holder,Transport,13,0,63025.37,Payment,200735.82,36,Approved,Cash Credit,C,0.53,19385.94,19
5603,41,Sylhet,District2,Freelancer,Wholesale,29,1,104205.68,Payment,1037931.14,48,Approved,Overdraft,D,0.84,14874.34,13
5604,60,Rajshahi,District3,Teacher,Retail,23,1,68134.18,Payment,362064.96,36,Approved,Cash Credit,C,0.53,37469.85,11
5605,34,Rangpur,District1,Teacher,Wholesale,28,1,86021.59,Payment,524475.75,24,Closed,Cash Credit,C,0.69,8392.92,17
5606,59,Mymensingh,District1,Freelancer,Transport,2,0,48293.25,Withdrawal,220418.97,12,Approved,Cash Credit,C,0.59,21809.23,9
5607,51,Dhaka,District5,Service Holder,Transport,15,0,107771.11,Deposit,721055.61,48,Approved,Overdraft,C,0.69,15392.54,27
5608,34,Chattogram,District3,Service Holder,Wholesale,29,1,97350.57,Deposit,233946.48,12,Closed,Invoice Finance,B,0.39,33812.57,23
5609,26,Rajshahi,District5,Business Owner,Transport,6,0,27416.4,Payment,41365.56,48,Approved,Invoice Finance,C,0.51,9486.17,6
5610,32,Dhaka,District4,Teacher,Manufacturing,26,1,58707.24,Payment,289958.4,48,Approved,Invoice Finance,C,0.61,12787.3,11
5611,36,Sylhet,District2,Teacher,Pharma,0,0,60957.48,Deposit,555207.47,36,Approved,Invoice Finance,D,0.78,29095.28,10
5612,37,Rangpur,District2,Business Owner,Retail,5,1,107275.48,Withdrawal,795623.8,12,Approved,Cash Credit,C,0.52,56866.51,27
5613,43,Chattogram,District5,Freelancer,Pharma,25,1,85785.38,Payment,290221.13,24,Closed,Overdraft,B,0.46,27101.07,13
5614,34,Khulna,District2,Teacher,Retail,5,1,64887.71,Payment,391414.01,12,Approved,Invoice Finance,C,0.55,41765.14,17
5615,27,Rangpur,District2,Freelancer,Transport,26,0,82461.61,Withdrawal,307418.62,48,Approved,Invoice Finance,C,0.54,19123.49,16
5616,52,Dhaka,District4,Service Holder,Wholesale,9,0,47025.55,Payment,275232.71,24,Approved,Invoice Finance,C,0.65,17915.48,12
5617,35,Mymensingh,District3,Farmer,Wholesale,11,1,37837.68,Withdrawal,227358.59,36,Closed,Lease,C,0.69,9043.92,14
5618,64,Barisal,District1,Business Owner,Transport,21,1,101558.97,Withdrawal,695979.38,24,Approved,Cash Credit,C,0.5,53781.6,23
5619,37,Rajshahi,District5,Teacher,Retail,18,0,58802.27,Deposit,109882.19,24,Approved,Invoice Finance,B,0.44,22091.15,14
5620,61,Chattogram,District5,Business Owner,Transport,5,0,70751.77,Withdrawal,174673.67,12,Approved,Cash Credit,B,0.42,37962.88,11
5621,64,Dhaka,District4,Service Holder,Retail,13,1,66585.2,Withdrawal,322862.24,48,Closed,Cash Credit,C,0.58,19808.51,12
5622,54,Khulna,District4,Service Holder,Transport,2,0,53826.69,Withdrawal,157989.59,48,Closed,Cash Credit,C,0.57,8435.07,6
5623,25,Barisal,District1,Service Holder,Transport,9,1,86822.48,Payment,241414.76,48,Approved,Lease,B,0.49,18277.93,13
5624,47,Rajshahi,District3,Service Holder,Transport,8,1,89055.26,Deposit,493696.96,60,Defaulted,Lease,B,0.49,42624.41,24
5625,43,Rajshahi,District5,Farmer,Wholesale,22,1,90494.83,Payment,286681.18,36,Approved,Invoice Finance,C,0.54,12371.34,18
5626,60,Dhaka,District4,Freelancer,Retail,29,0,81748.59,Payment,777863.48,12,Approved,Cash Credit,C,0.66,51566.25,20
5627,34,Khulna,District5,Freelancer,IT,28,0,87295.59,Deposit,343391.87,48,Approved,Lease,B,0.47,35523.15,22
5628,35,Sylhet,District2,Farmer,Transport,19,0,75962.54,Deposit,338757.67,24,Closed,Overdraft,C,0.64,7314.41,12
5629,63,Barisal,District5,Freelancer,Pharma,18,1,63632.29,Withdrawal,356027.82,60,Approved,Overdraft,C,0.57,26834.88,12
5630,53,Sylhet,District3,Service Holder,Pharma,21,0,51918.76,Deposit,103011.45,36,Approved,Cash Credit,B,0.49,10029.24,10
5631,51,Chattogram,District3,Freelancer,Wholesale,14,0,32364.11,Payment,194735.14,48,Approved,Overdraft,C,0.74,1024.08,6
5632,55,Dhaka,District5,Business Owner,Manufacturing,8,0,69497.62,Withdrawal,394950.48,60,Approved,Invoice Finance,C,0.61,30069.11,8
5633,37,Barisal,District2,Freelancer,IT,18,0,62064.05,Withdrawal,266961.62,36,Defaulted,Overdraft,C,0.55,22723.5,12
5634,48,Chattogram,District3,Business Owner,Wholesale,7,1,84302.96,Deposit,467700.57,24,Closed,Overdraft,C,0.51,45633.35,13
5635,39,Rangpur,District4,Teacher,Manufacturing,21,1,92055.66,Payment,539129.96,60,Approved,Overdraft,C,0.54,37904.48,14
5636,43,Sylhet,District5,Business Owner,Wholesale,3,1,52963.6,Withdrawal,416843.73,12,Closed,Cash Credit,D,0.79,10609.16,8
5637,52,Rangpur,District2,Business Owner,Pharma,4,0,52196.66,Deposit,521993.9,36,Approved,Lease,D,0.81,28489.87,11
5638,60,Rangpur,District4,Service Holder,Transport,18,1,76177.67,Withdrawal,219163.01,60,Closed,Overdraft,C,0.52,14468.74,15
